item_id,title,category,year,season,sale_price,cost_price,profit_margin,monthly_sales,competitor_shops,shop_name,tags,link,rating,review_count
T0120,2024冬季 纯欲棉防晒衫 薄荷绿,防晒衫,2024,冬季,310.03,129.4,0.5826,603,137,晴空服饰,"防晒衫,女装,冬季,2024,纯欲,棉,薄荷绿,透气,防晒",https://example.com/item/0120,4.82,476
T0121,2025夏季 碎花针织防晒衫 卡其,防晒衫,2025,夏季,131.69,48.83,0.6292,558,84,岛屿穿搭,"防晒衫,女装,夏季,2025,碎花,针织,卡其,透气,防晒",https://example.com/item/0121,4.36,3622
T0122,2024冬季 复古缎面防晒衫 卡其,防晒衫,2024,冬季,101.84,32.83,0.6776,1215,138,南风小店,"防晒衫,女装,冬季,2024,复古,缎面,卡其,透气,防晒",https://example.com/item/0122,4.55,1830
T0123,2025夏季 显瘦冰丝阔腿裤 雾霾蓝,阔腿裤,2025,夏季,62.16,31.62,0.4913,436,76,夏日衣集,"阔腿裤,女装,夏季,2025,显瘦,冰丝,雾霾蓝",https://example.com/item/0123,4.43,3875
T0124,2025夏季 复古雪纺防晒衫 雾霾蓝,防晒衫,2025,夏季,277.14,132.85,0.5206,675,64,沐光女装,"防晒衫,女装,夏季,2025,复古,雪纺,雾霾蓝,透气,防晒",https://example.com/item/0124,4.58,922
T0125,2025秋季 ins风针织连衣裙 黑色,连衣裙,2025,秋季,275.14,83.72,0.6957,2589,110,云朵衣橱,"连衣裙,女装,秋季,2025,ins风,针织,黑色,连衣裙,度假风",https://example.com/item/0125,4.77,5946
T0126,2025夏季 通勤冰丝衬衫 薄荷绿,衬衫,2025,夏季,320.06,224.34,0.2991,421,142,轻语衣舍,"衬衫,女装,夏季,2025,通勤,冰丝,薄荷绿",https://example.com/item/0126,4.24,3792
T0127,2024春季 纯欲牛仔短袖T恤 粉色,短袖T恤,2024,春季,302.31,207.71,0.3129,3207,150,晴空服饰,"短袖T恤,女装,春季,2024,纯欲,牛仔,粉色",https://example.com/item/0127,4.93,5242
T0128,2024夏季 韩版针织短袖T恤 粉色,短袖T恤,2024,夏季,94.13,67.73,0.2805,360,70,轻语衣舍,"短袖T恤,女装,夏季,2024,韩版,针织,粉色",https://example.com/item/0128,4.27,3362
T0129,2025夏季 ins风棉短袖T恤 薄荷绿,短袖T恤,2025,夏季,175.64,88.66,0.4952,1920,63,云朵衣橱,"短袖T恤,女装,夏季,2025,ins风,棉,薄荷绿",https://example.com/item/0129,4.34,1300
T0130,2025夏季 爆款韩版纯欲 短裤,短裤,2025,夏季,298.4,120.14,0.5974,2914,76,风铃女装,"2024,2025,夏季,女装,棉,爆款,短裤,粉色,高腰",https://example.com/item/0130,4.79,3168
T0131,2025夏季 轻薄牛仔短袖T恤 杏色,短袖T恤,2025,夏季,112.3,79.68,0.2905,514,87,岛屿穿搭,"短袖T恤,女装,夏季,2025,轻薄,牛仔,杏色",https://example.com/item/0131,4.7,5417
T0132,2024秋季 冰丝真丝短裤 雾霾蓝,短裤,2024,秋季,148.72,110.67,0.2558,128,53,沐光女装,"短裤,女装,秋季,2024,冰丝,真丝,雾霾蓝",https://example.com/item/0132,4.56,3213
T0133,2025秋季 韩版真丝阔腿裤 卡其,阔腿裤,2025,秋季,393.55,222.85,0.4337,771,48,沐光女装,"阔腿裤,女装,秋季,2025,韩版,真丝,卡其",https://example.com/item/0133,4.43,2303
T0134,2025夏季 小个子亚麻衬衫 粉色,衬衫,2025,夏季,273.41,224.73,0.178,2390,44,海盐衣橱,"衬衫,女装,夏季,2025,小个子,亚麻,粉色",https://example.com/item/0134,4.64,633
T0135,2025夏季 碎花亚麻衬衫 粉色,衬衫,2025,夏季,365.86,135.86,0.6287,689,96,夏日衣集,"衬衫,女装,夏季,2025,碎花,亚麻,粉色",https://example.com/item/0135,4.55,5679
T0136,2025秋季 韩版雪纺半身裙 薄荷绿,半身裙,2025,秋季,187.76,96.11,0.4881,2131,43,海盐衣橱,"半身裙,女装,秋季,2025,韩版,雪纺,薄荷绿",https://example.com/item/0136,4.51,508
T0137,2024春季 ins风针织半身裙 杏色,半身裙,2024,春季,62.41,52.97,0.1513,1804,90,岛屿穿搭,"半身裙,女装,春季,2024,ins风,针织,杏色",https://example.com/item/0137,4.58,4990
T0138,2025春季 显瘦雪纺短裤 粉色,短裤,2025,春季,341.24,211.66,0.3797,498,113,蔷薇工坊,"短裤,女装,春季,2025,显瘦,雪纺,粉色",https://example.com/item/0138,4.78,3176
T0139,2025夏季 显瘦雪纺防晒衫 浅蓝,防晒衫,2025,夏季,272.63,181.61,0.3339,1011,66,轻语衣舍,"防晒衫,女装,夏季,2025,显瘦,雪纺,浅蓝,透气,防晒",https://example.com/item/0139,4.25,5023
T0140,2025春季 纯欲真丝短裤 杏色,短裤,2025,春季,199.23,131.73,0.3388,936,74,晴空服饰,"短裤,女装,春季,2025,纯欲,真丝,杏色",https://example.com/item/0140,4.39,2511
T0141,2025夏季 纯欲雪纺防晒衫 薄荷绿,防晒衫,2025,夏季,64.24,33.39,0.4802,961,125,夏日衣集,"防晒衫,女装,夏季,2025,纯欲,雪纺,薄荷绿,透气,防晒",https://example.com/item/0141,4.5,4488
T0142,2025夏季 亚麻棉短袖T恤 卡其,短袖T恤,2025,夏季,64.52,39.91,0.3814,2325,48,岛屿穿搭,"短袖T恤,女装,夏季,2025,亚麻,棉,卡其",https://example.com/item/0142,4.85,1067
T0143,2025夏季 高腰亚麻短裤 黑色,短裤,2025,夏季,61.94,25.09,0.5949,3228,33,夏日衣集,"短裤,女装,夏季,2025,高腰,亚麻,黑色",https://example.com/item/0143,4.83,5317
T0144,2025夏季 ins风缎面短袖T恤 粉色,短袖T恤,2025,夏季,312.65,124.59,0.6015,819,120,海盐衣橱,"短袖T恤,女装,夏季,2025,ins风,缎面,粉色",https://example.com/item/0144,4.49,4689
T0145,2024秋季 度假牛仔短袖T恤 雾霾蓝,短袖T恤,2024,秋季,167.66,66.37,0.6041,1062,65,轻语衣舍,"短袖T恤,女装,秋季,2024,度假,牛仔,雾霾蓝",https://example.com/item/0145,4.75,2216
T0146,2024春季 亚麻牛仔衬衫 黑色,衬衫,2024,春季,259.86,205.25,0.2102,792,70,轻语衣舍,"衬衫,女装,春季,2024,亚麻,牛仔,黑色",https://example.com/item/0146,4.64,1940
T0147,2024秋季 气质缎面防晒衫 薄荷绿,防晒衫,2024,秋季,290.42,144.62,0.502,630,137,岛屿穿搭,"防晒衫,女装,秋季,2024,气质,缎面,薄荷绿,透气,防晒",https://example.com/item/0147,4.23,5222
T0148,2025夏季 冰丝雪纺短袖T恤 黑色,短袖T恤,2025,夏季,176.16,136.82,0.2233,1112,63,轻语衣舍,"短袖T恤,女装,夏季,2025,冰丝,雪纺,黑色",https://example.com/item/0148,4.74,5717
T0149,2025夏季 复古雪纺雪纺衫 杏色,雪纺衫,2025,夏季,131.6,89.49,0.32,1540,104,风铃女装,"雪纺衫,女装,夏季,2025,复古,雪纺,杏色,透气,飘逸",https://example.com/item/0149,4.49,5697
T0150,2025夏季 通勤针织连衣裙 雾霾蓝,连衣裙,2025,夏季,249.87,151.99,0.3917,1462,123,风铃女装,"连衣裙,女装,夏季,2025,通勤,针织,雾霾蓝,连衣裙,度假风",https://example.com/item/0150,4.52,3904
